Item Name,Quantity,Measure,Wgt (g),Cals (kcal),FatCals (kcal),SatCals (kcal),Prot (g),Carb (g),TotFib (g),TotSolFib (g),Sugar (g),MonSac (g),Disacc (g),OCarb (g),Fat (g),SatFat (g),MonoFat (g),PolyFat (g),TransFat (g),Chol (mg),Water (g),Vit A-IU (IU),Vit A-RAE (mcg),Caroten (mcg),Retinol (mcg),BetaCaro (mcg),Vit B1 (mg),Vit B2 (mg),Vit B3 (mg),Vit B3-NE (mg),Vit B6 (mg),Vit B12 (mcg),Biot (mcg),Vit C (mg),Vit D-IU (IU),Vit D-mcg (mcg),Vit E-a-Toco (mg),Folate (mcg),Fol_DFE (mcg DFE),Vit K (mcg),Panto (mg),Calc (mg),Chrom (mcg),Copp (mg),Fluor (mg),Iodine (mcg),Iron (mg),Magn (mg),Mang (mg),Moly (mcg),Phos (mg),Pot (mg),Sel (mcg),Sod (mg),Zinc (mg),Omega3 (g),Omega6 (g),Alc (g),Caff (mg),Chln (mg)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuscan Farro Salad,1,Serving,441.43,382.27,88.32,16.66,17.59,59.29,13.35,2.19,11,5.27,0.14,33.37,9.81,1.85,0.63,1.3,0,0,214.42,3366.24,168.31,336.62,0,623.02,0.34,0.25,2.53,4.53,0.59,0,0.76,108.19,0,0,1.9,366.1,302.57,243.34,1.37,168.93,0.16,0.5,0,0.04,6.24,99.27,9.51,10.04,191.34,897.5,1.21,763.9,1.87,0.12,1.18,0,0,76.9
"    wheat, farro, dry",0.839286,Ounce-weight,23.79,74.02,0,0,3.17,15.86,1.59,0,0,0,0,14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.15,0,0,0,0,0.38,0,0,0,0,0,0,13.22,0,0,0,0,0,0
"    chickpeas, dry",1.42262,Ounce-weight,40.33,152.45,21.92,2.19,8.26,25.39,4.92,1.77,4.32,0,0,16.15,2.44,0.24,0.56,1.1,0,0,3.1,27.02,1.35,2.7,0,16.13,0.19,0.09,0.62,1.97,0.22,0,0,1.61,0,0,0.33,224.64,224.64,3.63,0.64,22.99,0,0.26,0,0,1.74,31.86,8.59,0,101.63,289.57,0,9.68,1.11,0.04,1.06,0,0,40.05
"    broccoli rabe stalk, fresh",0.910714,Ounce-weight,25.82,5.68,1.14,0.12,0.82,0.74,0.65,0,0.09,0.06,0.03,0,0.13,0.01,0.01,0.03,0,0,23.89,676.96,33.85,67.7,0,406.12,0.04,0.03,0.32,0.5,0.04,0,0,5.22,0,0,0.42,21.43,21.43,57.83,0.08,27.88,0,0.01,0,0,0.55,5.68,0.1,0,18.85,50.6,0.26,8.52,0.2,0.03,0,0,0,4.72
"    zucchini, fresh, with skin",1.92857,Ounce-weight,54.67,9.29,1.57,0.41,0.66,1.7,0.49,0.05,1.21,1.19,0.02,0,0.17,0.05,0.01,0.05,0,0,51.83,109.35,5.47,10.93,0,65.61,0.02,0.05,0.25,0.34,0.09,0,0,9.79,0,0,0.07,13.12,13.12,2.35,0.11,8.75,0,0.03,0,0,0.2,9.84,0.1,6.56,20.78,142.7,0.11,4.37,0.17,0.03,0.02,0,0,5.19
"    cauliflower florets, fresh",1.3631,Ounce-weight,38.64,9.66,0.97,0.45,0.74,1.92,0.77,0.28,0.74,0.74,0,0.41,0.11,0.05,0.01,0.01,0,0,35.58,0,0,0,0,0,0.02,0.02,0.2,0.32,0.07,0,0.66,18.63,0,0,0.03,22.03,22.03,5.99,0.26,8.5,0,0.02,0,0,0.16,5.8,0.06,1.93,17,115.54,0.23,11.59,0.1,0.01,0.01,0,0,17.12
"    bell pepper, yellow, fresh, large, 3 3/4""",1.01786,Ounce-weight,28.86,7.79,0.55,0.08,0.29,1.82,0.26,0.08,0,0,0,0,0.06,0.01,0,0,0,0,26.55,57.71,2.89,5.77,0,34.63,0.01,0.01,0.26,0.32,0.05,0,0,52.95,0,0,0,7.5,7.5,0,0.05,3.17,0,0.03,0,0,0.13,3.46,0.03,1.44,6.93,61.17,0.09,0.58,0.05,0,0,0,0,0
"    garlic, minced",0.065476,Ounce-weight,1.86,5.57,1.67,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    onion, yellow, fresh, chopped",0.074405,Ounce-weight,2.11,0.84,0.02,0.01,0.02,0.2,0.04,0,0.09,0.07,0.02,0.07,0,0,0,0,0,0,1.88,0.04,0,0,0,0.02,0,0,0,0.01,0,0,0.07,0.16,0,0,0,0.4,0.4,0.01,0,0.49,0,0,0,0.04,0,0.21,0,0.11,0.61,3.08,0.01,0.08,0,0,0,0,0,0.13
"    tomatoes, crushed, canned",0.14881,Pound,67.5,21.6,1.7,0.24,1.11,4.92,1.28,0,2.97,2.95,0.01,0.67,0.19,0.03,0.03,0.08,0,0,60.37,145.12,7.26,14.51,0,87.07,0.05,0.04,0.82,0.96,0.1,0,0,6.21,0,0,0.84,8.77,8.77,3.58,0.19,22.95,0,0.12,0,0,0.88,13.5,0.12,0,21.6,197.77,0.4,125.55,0.18,0,0.07,0,0,8.71
"    broth, vegetable, organic",3.38095,Fluid ounce,99.99,8.45,0,0,0.42,1.69,0.42,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    oregano, dried, leaves",0.035714,Ounce-weight,1.01,2.68,0.39,0.14,0.09,0.7,0.43,0,0.04,0.03,0.01,0.23,0.04,0.02,0.01,0.01,0,0,0.1,17.22,0.86,1.72,0,10.2,0,0.01,0.05,0.08,0.01,0,0,0.02,0,0,0.18,2.4,2.4,6.29,0.01,16.17,0,0.01,0,0,0.37,2.73,0.05,0,1.5,12.76,0.05,0.25,0.03,0.01,0.01,0,0,0.33
"    spinach, baby, fresh",0.074405,Pound,33.75,7.94,0,0,0.79,1.19,0.79,0,0,0,0,0.4,0,0,0,0,0,0,0,2183.79,109.19,218.38,0,0,0,0,0,0,0,0,0,9.53,0,0,0,63.53,0,162,0,31.76,0,0,0,0,1.07,23.82,0.32,0,0,0,0,25.81,0,0,0,0,0,0
    pine nuts,0.357143,Ounce-weight,10.12,71.43,57.86,12.86,1.07,1.79,1.43,0,0,0,0,0.36,6.43,1.43,0,0,0,0,0,142.85,7.14,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,3.57,0,0,0,0,0,0
"    black pepper, ground",0.035714,Ounce-weight,1.01,2.54,0.3,0.13,0.11,0.65,0.26,0,0.01,0.01,0,0.38,0.03,0.01,0.01,0.01,0,0,0.13,5.54,0.28,0.55,0,3.14,0,0,0.01,0.02,0,0,0,0,0,0,0.01,0.17,0.17,1.66,0.01,4.49,0.16,0.01,0,0,0.1,1.73,0.13,0,1.6,13.46,0.05,0.2,0.01,0,0.01,0,0,0.11
"    lemon juice, fresh",0.345238,Fluid ounce,10.53,2.32,0.23,0.04,0.04,0.73,0.03,0.02,0.27,0.22,0.05,0.43,0.03,0,0,0,0,0,9.72,0.63,0.03,0.06,0,0.11,0,0,0.01,0.01,0,0,0.03,4.08,0,0,0.02,2.11,2.11,0,0.01,0.63,0,0,0,0,0.01,0.63,0,0,0.84,10.85,0.01,0.11,0.01,0,0,0,0,0.54
    sea salt,0.051,ounce-weight,1.4458245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.337,,,,,,
Total,1,Serving,441.43,382.27,88.32,16.66,17.59,59.29,13.35,2.19,11,5.27,0.14,33.37,9.81,1.85,0.63,1.3,0,0,214.42,3366.24,168.31,336.62,0,623.02,0.34,0.25,2.53,4.53,0.59,0,0.76,108.19,0,0,1.9,366.1,302.57,243.34,1.37,168.93,0.16,0.5,0,0.04,6.24,99.27,9.51,10.04,191.34,897.5,1.21,763.9,1.87,0.12,1.18,0,0,76.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caulilfower Farrotto,1,Serving,451.57,361.48,83.61,14.22,14.68,57.83,10.02,0.82,7.53,2.33,0.01,40.28,9.49,1.58,5.9,1.46,0,0,127.14,196.52,9.83,19.65,0,117.48,0.51,0.45,2.39,2.81,0.46,0.66,2.48,60.59,0,0,0.14,71.98,71.98,49.06,0.81,107.86,0.04,0.06,0.01,0,2.75,27.65,0.22,6.29,77.82,462.2,0.92,762.7,0.59,0.02,0.03,0,0,51.86
"    stock, vegetable, organic",6.66667,Fluid ounce,197.16,16.67,0,0,0.83,3.33,0.83,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    cauliflower florets, fresh",4.03,Ounce-weight,114.25,28.56,2.88,1.34,2.19,5.68,2.28,0.82,2.18,2.18,0,1.21,0.32,0.15,0.04,0.04,0,0,105.19,0,0,0,0,0,0.06,0.07,0.58,0.96,0.21,0,1.94,55.07,0,0,0.09,65.12,65.12,17.71,0.76,25.13,0,0.04,0,0,0.48,17.14,0.18,5.71,50.27,341.6,0.69,34.27,0.31,0.02,0.02,0,0,50.61
"    vinegar, white wine",0.213333,Fluid ounce,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    oil, olive, pure",0.153333,Fluid ounce,4.29,36.8,36.8,5.52,0,0,0,0,0,0,0,0,4.29,0.61,3.07,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    onion, yellow, fresh",1.04667,Ounce-weight,29.67,12.03,0,0,0.4,2.81,0.6,0,1.8,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41,0,0,0,0,0,0,0,8.02,0,0,0,0,0.07,0,0,0,0,0,0,1,0,0,0,0,0,0
"    garlic cloves, fresh",0.046667,Ounce-weight,1.32,1.97,0.06,0.01,0.08,0.44,0.03,0,0.01,0,0,0.4,0.01,0,0,0,0,0,0.78,0.12,0.01,0.01,0,0.07,0,0,0.01,0.02,0.02,0,0,0.41,0,0,0,0.04,0.04,0.02,0.01,2.39,0,0,0,0,0.02,0.33,0.02,0,2.02,5.31,0.19,0.22,0.02,0,0,0,0,0.31
"    celery, fresh, diced",0.41,Ounce-weight,11.62,1.86,0.18,0.04,0.08,0.35,0.19,0,0.16,0.15,0.01,0,0.02,0,0,0.01,0,0,11.09,52.19,2.61,5.22,0,31.38,0,0.01,0.04,0.05,0.01,0,0.01,0.36,0,0,0.03,4.18,4.18,3.41,0.03,4.65,0.03,0,0,0,0.02,1.28,0.01,0.58,2.79,30.22,0.05,9.3,0.02,0,0.01,0,0,0.71
"    wheat, farro, dry",2.06,Ounce-weight,58.4,181.69,0,0,7.79,38.93,3.89,0,0,0,0,35.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.91,0,0,0,0,0.93,0,0,0,0,0,0,32.44,0,0,0,0,0,0
"    black pepper, ground",0.000667,Ounce-weight,0.02,0.05,0.01,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.1,0.01,0.01,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.08,0,0,0,0,0,0.03,0,0,0.03,0.25,0,0,0,0,0,0,0,0
"    parsley, fresh, chopped",0.06,Ounce-weight,1.7,0.61,0.12,0.02,0.05,0.11,0.06,0,0.01,0,0,0.04,0.01,0,0.01,0,0,0,1.49,143.29,7.16,14.33,0,85.97,0,0,0.02,0.04,0,0,0,2.26,0,0,0.01,2.59,2.59,27.9,0.01,2.35,0,0,0,0,0.11,0.85,0,0,0.99,9.42,0,0.95,0.02,0,0,0,0,0.22
"    cannellini beans, dry",0.166667,Ounce-weight,4.72,15.69,0.6,0.13,0.98,2.79,1.62,0,0.07,0,0,1.11,0.07,0.01,0,0,0,0,0,0.8,0.04,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91,0,0,0,0,0.36,7.09,0,0,16.82,65.2,0,0,0.16,0,0,0,0,0
"    lemon juice, fresh",0.006667,Fluid ounce,0.2,0.04,0,0,0,0.01,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0.19,0.01,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.04,0.04,0,0,0.01,0,0,0,0,0,0.01,0,0,0.02,0.21,0,0,0,0,0,0,0,0.01
    nutritional yeast,0.02,Ounce-weight,0.57,2.19,0.22,0.04,0.29,0.2,0.12,0,0,0,0,0.09,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0.45,0.37,1.74,1.74,0.22,0.66,0.52,0,0,0,0,0,0,0,0.01,0.23,0,0,0,0,0.03,0.84,0,0,4.89,9.98,0,0.99,0.07,0,0,0,0,0
"    cashews, raw, whole",0.390867,Ounce-weight,11.08,63.32,42.74,7.12,1.98,3.17,0.4,0,0.79,0,0,1.98,4.75,0.79,2.77,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.91,0,0,0,0,0.71,0,0,0,0,0,0,1.98,0,0,0,0,0,0
"    water, tap",0.035533,Cup,8.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.01,0,0,0.08,0,0,0,0,0,0.34,0,0,0,0,0,0
    sea salt,0.062,ounce-weight,1.757669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.194,,,,,,
Total,1,Serving,451.57,361.48,83.61,14.22,14.68,57.83,10.02,0.82,7.53,2.33,0.01,40.28,9.49,1.58,5.9,1.46,0,0,127.14,196.52,9.83,19.65,0,117.48,0.51,0.45,2.39,2.81,0.46,0.66,2.48,60.59,0,0,0.14,71.98,71.98,49.06,0.81,107.86,0.04,0.06,0.01,0,2.75,27.65,0.22,6.29,77.82,462.2,0.92,762.7,0.59,0.02,0.03,0,0,51.86
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spicy Almonds,1,Serving,14.29,82.96,64.56,4.98,3,3.07,1.78,0.21,0.62,0.05,0.57,0.67,7.18,0.55,4.54,1.76,0,0,0.63,8.09,0.4,0.81,0,4.24,0.03,0.16,0.51,0.98,0.02,0,9.07,0.01,0,0,3.64,6.26,6.26,0.02,0.07,38.16,0,0.15,0,0.28,0.53,38.3,0.31,4.18,68.24,104.28,0.58,0.15,0.44,0,1.75,0,0,7.39
"    almonds, slivered",0.5,Ounce-weight,14.17,82.07,63.7,4.85,3,3.05,1.77,0.21,0.62,0.05,0.57,0.67,7.08,0.54,4.47,1.75,0,0,0.63,0.28,0.01,0.03,0,0.14,0.03,0.16,0.51,0.98,0.02,0,9.07,0,0,0,3.63,6.24,6.24,0,0.07,38.13,0,0.15,0,0.28,0.53,38.27,0.31,4.18,68.18,103.9,0.58,0.14,0.44,0,1.75,0,0,7.39
"    oil, olive, pure",0.020833,Teaspoon,0.1,0.83,0.83,0.12,0,0,0,0,0,0,0,0,0.1,0.01,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    cayenne chili pepper, dried, ground",0.010417,Teaspoon,0.02,0.06,0.03,0.01,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,7.8,0.39,0.78,0,4.09,0,0,0,0,0,0,0,0.01,0,0,0.01,0.02,0.02,0.02,0,0.03,0,0,0,0,0,0.03,0,0,0.05,0.38,0,0.01,0,0,0,0,0,0.01
Total,1,Serving,14.29,82.96,64.56,4.98,3,3.07,1.78,0.21,0.62,0.05,0.57,0.67,7.18,0.55,4.54,1.76,0,0,0.63,8.09,0.4,0.81,0,4.24,0.03,0.16,0.51,0.98,0.02,0,9.07,0.01,0,0,3.64,6.26,6.26,0.02,0.07,38.16,0,0.15,0,0.28,0.53,38.3,0.31,4.18,68.24,104.28,0.58,0.15,0.44,0,1.75,0,0,7.39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunchtime Rita,1,Serving,291.075,426.86,79.16,16.42,22.54,67.44,15.13,1.38,4.12,0.52,0.02,48.2,8.86,1.82,3.89,1.98,0,0,138.32,2440.05,122,244.01,0,188.66,1.15,1.11,9.17,13.18,0.53,0.61,0.38,18.38,3.85,0.13,1.2,396.93,320.61,166.92,2.55,217.81,0,1.2,0,0,6.09,148.13,1.21,0,391.77,1576.78,35.74,656.5,3.92,0.22,0.75,0,74.1,
"    oil, olive",0.008696,Pint,3.76,33.21,33.21,4.67,0,0,0,0,0,0,0,0,3.76,0.52,2.74,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,2.26,0,0.04,0,0,0,0,0.02,0,0,0,0,0.04,0,0.08,0,0.03,0.37,0,0.01,
"    garlic, minced",0.091304,Ounce-weight,2.59,7.77,2.33,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"    mushrooms, crimini, fresh",0.282609,Pound,128.19,28.2,1.15,0.16,3.2,5.51,0.77,0,2.2,0,0,2.54,0.13,0.02,0,0.05,0,0,118.09,0,0,0,0,0,0.12,0.63,4.87,6.07,0.14,0.13,0,0,3.85,0.13,0.01,32.05,32.05,0,1.92,23.07,0,0.64,0,0,0.51,11.54,0.18,0,153.83,574.29,33.33,7.69,1.41,0,0.05,0,28.33,
"    chili peppers, powder",0.021739,Ounce-weight,0.62,1.74,0.79,0.14,0.08,0.31,0.21,0,0.04,0.04,0,0.05,0.09,0.02,0.02,0.05,0,0,0.07,182.73,9.14,18.27,0,92.44,0,0.01,0.07,0.08,0.01,0,0,0,0,0,0.24,0.17,0.17,0.65,0.01,2.03,0,0.01,0,0,0.11,0.92,0.01,0,1.85,12.02,0.13,17.67,0.03,0,0.05,0,0.41,
"    spinach, baby, fresh",1.13043,Ounce-weight,32.05,7.54,0,0,0.75,1.13,0.75,0,0,0,0,0.38,0,0,0,0,0,0,0,2073.65,103.68,207.36,0,0,0,0,0,0,0,0,0,9.05,0,0,0,60.32,0,153.83,0,30.16,0,0,0,0,1.02,22.62,0.3,0,0,0,0,24.51,0,0,0,0,0,
"    jalapeno peppers, fresh",0.230435,Ounce-weight,6.53,1.89,0.22,0.05,0.06,0.42,0.17,0,0.25,0.25,0,0,0.02,0.01,0,0.01,0,0,5.99,70.42,3.52,7.04,0,36.65,0,0,0.08,0.08,0.03,0,0,7.75,0,0,0.23,1.76,1.76,1.21,0.02,0.78,0,0,0,0,0.02,0.98,0.01,0,1.7,16.2,0.03,0.2,0.01,0,0,0,0.49,
"    lemon juice, fresh",0.1,Fluid ounce,3.05,0.67,0.07,0.01,0.01,0.21,0.01,0,0.08,0.06,0.01,0.12,0.01,0,0,0,0,0,2.82,0.18,0.01,0.02,0,0.03,0,0,0,0,0,0,0.01,1.18,0,0,0,0.61,0.61,0,0,0.18,0,0,0,0,0,0.18,0,0,0.24,3.14,0,0.03,0,0,0,0,0.16,
"    cilantro, fresh, leaves",0.052174,Ounce-weight,1.48,0.34,0.07,0,0.03,0.05,0.04,0,0.01,0,0,0,0.01,0,0,0,0,0,1.36,99.81,4.99,9.98,0,58.13,0,0,0.02,0.02,0,0,0,0.4,0,0,0.04,0.92,0.92,4.59,0.01,0.99,0,0,0,0,0.03,0.38,0.01,0,0.71,7.71,0.01,0.68,0.01,0,0,0,0.19,
"    black beans, dry",2.26087,Ounce-weight,64.09,218.56,8.19,2.11,13.84,39.97,9.93,1.31,1.36,0,0,28.68,0.91,0.23,0.08,0.39,0,0,7.06,10.9,0.54,1.09,0,0,0.58,0.12,1.25,3.99,0.18,0,0,0,0,0,0.13,284.58,284.58,3.59,0.58,78.84,0,0.54,0,0,3.22,109.6,0.68,0,225.61,950.52,2.05,3.2,2.34,0.18,0.21,0,42.56,
    miso,0.095652,Ounce-weight,2.71,5.37,1.47,0.25,0.35,0.69,0.15,0.07,0.17,0.16,0.01,0.37,0.16,0.03,0.03,0.08,0,0,1.17,2.36,0.12,0.24,0,1.41,0,0.01,0.02,0.09,0.01,0,0,0,0,0,0,0.52,0.52,0.79,0.01,1.55,0,0.01,0,0,0.07,1.3,0.02,0,4.31,5.69,0.19,101.09,0.07,0.01,0.07,0,1.96,
    nutritional yeast,0.108696,Tablespoon,0.41,1.57,0.16,0.03,0.21,0.15,0.08,0,0,0,0,0.06,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0.32,0.26,1.25,1.25,0.16,0.48,0.38,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0.02,0.6,0,0,3.51,7.17,0,0.71,0.05,0,0,0,0,
"    tortilla, 100% whole wheat, medium",1,Each,45,120,31.5,9,4,19,3,0,0,0,0,16,3.5,1,1,1,0,0,0,0,0,0,0,0,0.12,0.07,1.6,1.6,0,0,0,0,0,0,0,16,0,0,0,80,0,0,0,0,1.08,0,0,0,0,0,0,270,0,0,0,0,0,
    sea salt,0.020992082,Ounce-weight,0.5951150287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.64,,,,,,
TOTAL,1,Serving,291.075,426.86,79.16,16.42,22.54,67.44,15.13,1.38,4.12,0.52,0.02,48.2,8.86,1.82,3.89,1.98,0,0,138.32,2440.05,122,244.01,0,188.66,1.15,1.11,9.17,13.18,0.53,0.61,0.38,18.38,3.85,0.13,1.2,396.93,320.61,166.92,2.55,217.81,0,1.2,0,0,6.09,148.13,1.21,0,391.77,1576.78,35.74,656.5,3.92,0.22,0.75,0,74.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Salsa,1,Serving,57.6,25.18,10.17,0.71,0.79,3.76,1.13,0,2.3,0.05,0.01,0.32,1.13,0.08,0.47,0.08,0,0,89.02,134.62,6.73,13.46,0,35.5,0.01,0.01,0.15,0.15,0.02,0,0,4.75,0,0,0.18,4.85,4.85,2.56,0.07,1.66,0,0.01,0,0,0.37,1.86,0.01,0.03,4.35,33.79,0.02,110.5,0.06,0,0,0,0,0.33
"    cumin seeds, ground",0.013636,Tablespoon,0.07,0.29,0.14,0,0.01,0.03,0.02,0,0,0,0,0,0.02,0,0,0,0,0,0.01,0.29,0.01,0.03,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0.02,0,0,0,0,0,0,0.13,0,0,0,0,0,0
"    avocado, California, fresh",0.03125,Each,4.69,7.81,6.33,0.7,0,0.47,0.31,0,0,0,0,0.16,0.7,0.08,0.47,0.08,0,0,0,0,0,0,0,0,0,0.01,0.12,0.12,0.01,0,0,0.37,0,0,0.13,3.75,3.75,0,0.06,0,0,0.01,0,0,0.06,1.25,0.01,0,3.12,23.44,0,0,0.05,0,0,0,0,0
"    garlic, minced",0.013636,Ounce-weight,0.39,1.16,0.35,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    sea salt, california",0.009091,Tablespoon,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    cilantro, fresh, leaves",0.027273,Ounce-weight,0.77,0.18,0.04,0,0.02,0.03,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0.71,52.17,2.61,5.22,0,30.39,0,0,0.01,0.01,0,0,0,0.21,0,0,0.02,0.48,0.48,2.4,0,0.52,0,0,0,0,0.01,0.2,0,0,0.37,4.03,0.01,0.36,0,0,0,0,0,0.1
"    juice, lime, fresh",0.007955,Cup,1.92,0.48,0.01,0,0.01,0.16,0.01,0,0.03,0.02,0.01,0.12,0,0,0,0,0,0,1.75,0.96,0.05,0.1,0,0.58,0,0,0,0,0,0,0,0.58,0,0,0,0.19,0.19,0.01,0,0.27,0,0,0,0,0,0.15,0,0,0.27,2.25,0,0.04,0,0,0,0,0,0.1
"    jalapeno peppers, fresh",0.027273,Ounce-weight,0.77,0.22,0.03,0.01,0.01,0.05,0.02,0,0.03,0.03,0,0,0,0,0,0,0,0,0.71,8.33,0.42,0.83,0,4.34,0,0,0.01,0.01,0,0,0,0.92,0,0,0.03,0.21,0.21,0.14,0,0.09,0,0,0,0,0,0.12,0,0,0.2,1.92,0,0.02,0,0,0,0,0,0.06
"    shallots, fresh, chopped",0.022727,Ounce-weight,0.64,0.46,0.01,0,0.02,0.11,0.02,0,0.05,0,0,0.04,0,0,0,0,0,0,0.51,0.03,0,0,0,0.02,0,0,0,0,0,0,0,0.05,0,0,0,0.22,0.22,0.01,0,0.24,0,0,0,0,0.01,0.14,0,0.03,0.39,2.15,0.01,0.08,0,0,0,0,0,0.07
"    tomatillos, crushed",1.69545,Ounce-weight,48.07,14.57,3.28,0,0.73,2.91,0.73,0,2.18,0,0,0,0.36,0,0,0,0,0,85.06,72.83,3.64,7.28,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0
    sea salt,0.01,ounce-weight,0.283495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.87,,,,,,
TOTAL,1,Serving,57.763495,25.18,10.17,0.71,0.79,3.76,1.13,0,2.3,0.05,0.01,0.32,1.13,0.08,0.47,0.08,0,0,89.02,134.62,6.73,13.46,0,35.5,0.01,0.01,0.15,0.15,0.02,0,0,4.75,0,0,0.18,4.85,4.85,2.56,0.07,1.66,0,0.01,0,0,0.37,1.86,0.01,0.03,4.35,33.79,0.02,110.5,0.06,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Magic Mac ""Un"" Cheese",1,Serving,435.8,483.02,140.6,22.36,21.1,67.21,11.14,0.66,10.1,3.4,0.61,45.98,15.68,2.48,9.11,2.4,0,0,226.28,11411.49,570.57,1141.15,0,4241.85,0.91,0.79,5.66,6.42,0.88,1.1,1.86,86.58,5.1,0.11,1.81,95.14,95.14,14.11,1.46,110.23,0.09,0.18,0.02,0,4.02,59.38,0.64,10.07,141.46,1106.46,4.6,766,1.03,0.11,0.43,0.48,0,29.43
